Категория,Анализ,Биоматериал,Описание,Стоимость,Готовность в течении
Другие,Копрограмма,Кал,"Консистенция стула определяется процентным содержанием в нем воды. Нормальным принято считать содержание воды в кале 75 %. В этом случае стул имеет умеренно плотную консистенцию и цилиндрическую форму, т. е. кал оформленный. Употребление повышенного объема растительной пищи, содержащей много клетчатки, приводит к усилению перистальтики кишечника, при этом кал становится кашицеобразным. Более жидкая консистенция, водянистая, связана с повышением содержания воды до 85 % и более.",590,1
Другие,Креатинин мочи,Суточная моча,"Креатинин - это конечный продукт распада креатина и креатинфосфата, который выделяется почками и используется в оценке их выделительной и фильтрационной функции.",290,1
Другие,Лейкоцитарная формула (ЛФ) (микроскопия),Кровь,"Лейкоцитарная формула (с обязательной микроскопией мазка крови) – подсчет количества общего количества и разных видов лейкоцитов, а также изучение их морфологических особенностей посредством микроскопии мазка периферической крови.",390,1
Другие,Магний в моче,Суточная моча,"Магний – четвертый по количеству элемент в организме человека после калия, натрия, кальция и второй по количеству в клетке после калия. Около 75% магния сыворотки находится в ионизированной форме, 22% связано с альбумином и 3% с глобулинами Магний играет важную роль в функционировании нервно-мышечного аппарата.",390,1
Другие,Малоновый диальдегид,Кровь,"Малоновый диальдегид - продукт свободнорадикального 
окисления липидов, накопление которого отражает степень оксидативного стресса в 
организме. Концентрация малонового диальдегида в сыворотке крови отражает активность процессов перекисного окисления липидов в организме больного и служит маркером степени эндогенной интоксикации. Оценка этого показателя необходима для определения причин и механизмов 
развития того или иного патологического процесса и предложения способов лечения 
заболеваний.",4190,7
Другие,Маркеры щитовидной железы,Сыворотка,"Для нормального роста и развития организма необходимы тиреоидные гормоны, которые вырабатываются щитовидной железой. Они контролируют поглощение кислорода тканями, процессы теплообмена, функции дыхательных центров, сердца, иные метаболические процессы в тканях, органах, лимфатических системах. Тиреоидные гормоны также стимулируют моторику ЖКТ, отвечают за синтез белка в организме, отвечают за формирование ЦНС и скелета. (Т4 (тироксин) свободный; Т3 (трийодтиронин) свободный; ТТГ (Тиреотропный гормон); АТ к тиреоидной пероксидазе (АТ к ТПО)",2190,1
Другие,"Микрореакция на сифилис, качественно",Сыворотка,"Микрореакция относится к неспецифическим методам исследования, потому что выявляет не возбудитель, а повреждение клеток. Их разрушение может возникать при других патологиях в организме. Тест выявляет антитела против кардиолипина (липида, который входит в состав мембраны митохондрий и бактерий). Эти антитела присутствуют в крови у больных сифилисом.",349,1
Другие,Мочевина суточной мочи,Суточная моча,"Мочевина – это один из конечных продуктов распада белков в организме, входит в группу веществ, относящихся к остаточному азоту крови. Ее уровень отражает состояние белкового баланса. Мочевина выводится через почки вместе с мочой, поэтому содержание мочевины в моче – один из значимых клинико-лабораторных показателей выделительной функции почек.",290,1
Другие,"Наркотические и психотропные вещества в моче: опиаты и их синтетические аналоги (героин, морфин, ментадон, трамадон); амфетамин и его производные (метод ГХ-МС)",Моча,"Анализ мочи позволяет дать наиболее развернутую картину о приеме психотропных и наркотических препаратов, которые сохраняются в урине дольше, чем в крови. Ввиду того, что сроки выведения химико-токсилогических веществ могут составлять от 2-3 дней до нескольких месяцев, то есть возможность в полной мере оценить состояние организма.",3890,3
Другие,"Натрий, калий, хлор суточной мочи (Na/K/Cl)",Суточная моча,"Поддержание кислотно-щелочного баланса в организме зависит от содержания хлора, натрия, калия, которые попадают в организм с продуктами питания и лекарственными препаратами. При нарушении уровня этих веществ могут развиваться заболевания желудочно-кишечного тракта, почечной недостаточности, нарушения водно-электролитного и кислотно-щелочного баланса.",590,1
Другие,"Невынашивание беременности и патология плода (ACE, AGT (2), FII, FV, FVII, FGB beta, IT GB3, MTHFR, MTR< MTRR, PAI-I (SERPINE1) (12)",Кровь ЭДТА,Исследование генетических факторов невынашивания беременности и патологии плода. Исследование позволяет выявить генетические причины нарушений и выбрать подходящее лечение.,13990,10
Другие,Неинвазивное определение Резус – фактора плода,"Спец пробирка, Кровь","Концентрация ДНК плода в кровотоке беременной становится достаточной для проведения анализа, начиная с 10 недель беременности (по УЗИ). Данный способ исследования ДНК плода является неинвазивным и абсолютно безопасен как для женщины, так и для плода. Точность используемой методики составляет 96-100% и зависит от количества плодной ДНК в кровотоке беременной.",14490,7
Другие,Неинвазивное определение пола плода. Скрининговый тест,"Спец пробирка, Кровь","Методика исследования основана на определении фетальной (плодовой) ДНК в венозной крови у матери, которая позволяет определить пол плода на ранних сроках беременности  (с 10-ой недели) с точностью до 95%.",9990,7
Другие,Нейрон-специфическая энолаза,Сыворотка,"Нейронспецифическая энолаза (NSE) – изоформа фермента энолазы, необходимого для осуществления гликолиза. Это маркер опухолей нейроэндокринного происхождения.",1590,7
Другие,Ненасыщенные жирные кислоты семейства Омега-3,"Сыворотка, Кровь с EDTA","Омега-3 индекс - показатель, который отражает риск развития сердечно-сосудистых заболеваний. Ненасыщенные жирные кислоты (ННЖК) семейства омега-3 необходимы для деления и роста клеток, процессов пищеварения, свертывания крови, функции головного мозга и клеточного транспорта.",4490,5
Другие,Норадреналин (суточная моча),Суточная моча,"Норадреналин является производным катехоламином, который вырабатывается надпочечниками при передаче сигнала от симпатических нервных окончаний вегетативной нервной системы и центральной нервной системы. Выработка норадреналина необходима для создания ощущения уверенности в стрессовой ситуации, поэтому его называют гормоном отваги.",1490,6
Другие,Общая железосвязывающая способность (ОЖСС) + Индекс насыщения трансферрина,Сыворотка,"Железо, являясь важным микроэлементом, отвечающим за транспортировку кислорода в крови с последующей доставкой их в ткани, образует связи с белками. Только так оно может концентрироваться в крови и тканях. При этом железо попадает в организм с пищей и всасывается стенками кишечника. В случае недостатка железа появляются проблемы с процессом кроветворения, что приводит к анемии. В ряде случаев анемия может быть скрытой. Поэтому одного анализа на содержание железа в крови не достаточно. Может потребоваться анализ на общую железосвязывающую спосбность (ОЖСС), а также ЛЖСС, уровень трансферрина.",490,1
Другие,Определение Kell антигена (K),Кровь с EDTA,"Антигены Kell используются для трансфузии. Kell-отрицательным реципиентам от донорской крови, содержащей эритроциты, которые несут эти антигены с высокой вероятностью могут возникнуть посттрансфузионные осложнения. 
У Келл-положительных доноров для трансфузии можно применять и тромбоциты, и плазму, но только не эритроциты. Эти антигены чаще всего являются главной причиной развития гемолитической патологии новорожденных детей.",790,1
Другие,Опухолевая пируваткиназа Тu M2 в кале,Кал,"Опухолевая М2-пируваткиназа – онкомаркер, фермент жизнедеятельности опухолевых клеток. Определение его количества в кале используется для ранней диагностики и мониторинга опухолей желудочно-кишечного тракта: рака прямой, ободочной и слепой кишки, для выявления метастазов, распространившихся в кишечник. Анализ назначается в рамках скрининга людям из групп риска – старше 50 лет, имеющим неспецифический язвенный колит, диспластические полипы, наследственную предрасположенность, а также пациентам с симптомами онкопатологии ЖКТ – снижением веса, аппетита, анемией, запорами, диареей.",4590,16
Другие,"ПСА своб. + ПСА обш. + ПСА св./ПСА общ., %",Сыворотка,"Анализ ПСА общий и свободный назначается врачом-урологом для диагностики рака простаты. Это исследование позволяет с высокой точностью определить наличие и степень развития заболевания. Для более точной диагностики анализируются оба показателя, а также выявляется их процентное соотношение.",990,1
Другие,Панкреатическая эластаза 1 в кале,Кал,"Панкреатическая эластаза 1- протеолитический фермент системы пищеварения, продуцируемый исключительно ПЖ. Эластаза расщепляет внутренние связи белка (нейтральные аминокислоты). Она присутствует в человеческом панкреатическом соке и кале.",2690,7
Другие,Поверхностный антиген вируса гепатита В (HBsAg),Сыворотка,"Поверхностный антиген вируса гепатита В (HВsAg) является белком, который присутствует на поверхности вируса, вызывающего гепатит В. Он обнаруживается в крови при остром и хроническом гепатите В. Качественный анализ.",390,2
Другие,"Поверхностный антиген вируса гепатита В, HbsAg (метод ИХЛА)",Сыворотка,"Поверхностный антиген вируса гепатита В (HВsAg) является белком, который присутствует на поверхности вируса, вызывающего гепатит В. Он обнаруживается в крови при остром и хроническом гепатите В.",490,1
Другие,Подсчет числа тромбоцитов (по Фонио),Сыворотка,"Тромбоциты по Фонио – это способ подсчета количества тромбоцитов, которые образуются в костном мозге. Особенностью такого теста является то, что тромбоциты подсчитываются в окрашенном мазке.",490,1
Другие,Посев кала на возбудителей кишечной инф. (сальмонеллы; шигеллы) и определение чувствительности к антибиотикам,Кал,"Показания к исследованию: острые и хронические кишечные инфекции различной этиологии, диарея, подозрение на бактериальную дизентерию, салмонелез.
Основой для выбора АБП, подлежащих включению в исследование, являются данные о природной чувствительности обнаруженных микроорганизмов или их групп, о распространении среди них приобретенной резистентности, а также клинической эффективности АБП.
В этом исследовании для определения чувствительности к АБП обычно используется 6 различных антибактериальных препаратов.
Определять чувствительность к АБП представителей нормальной микрофлоры человека (при их выделении из естественных мест обитания) не проводится.",890,4
Другие,Посев кала на микрофлору и определение чувствительности к антибиотикам,Кал,"В кале здоровых лиц могут выявляться, по меньшей мере, 15 групп микроорганизмов — бифидобактерий, лактобактерий, бактероидов, энтерококков, эубактерий, фузобактерий, пептострептококков, клостридий, различные типы E.coli, других условно-патогенных энтеробактерий, S.aureus, сапрофитного и эпидермального стафилококков, Candida spp., неферментатирующих бактерий. Обнаружение в кале даже патогенных микроорганизмов не всегда свидетельствует о наличии заболевания и может быть связано с бактерионосительством. Оценка результатов обязательно должна проводиться с учетом клинической картины",990,4
Другие,Посев мочи на микрофлору и определение чувствительности к антибиотикам (средняя порция),Моча,"Основной методом диагностики инфекций мочеполовой системы. При помощи этого исследования определяют возбудителя заболевания, состав микрофлоры и её чувствительность к антибиотикам.",1290,4
Другие,Преальбумин,Сыворотка,"Преальбумин представляет собой транспортный белок, постоянно перемещающийся в крови в связке с ретинолсвязывающим белком, который противодействует его выходу из кровеносных сосудов и отвечает за транспортировку ретинола. Уровень белка является отражением работоспособности печени.",3990,3
Другие,Проба Реберга,Моча,"Проба Реберга представляет собой комплексное исследование креатинина по его содержанию в крови и моче. Вещество фильтруется почками, а при возникновении патологий фильтрации происходит активный выброс креатинина в кровь. При сравнении содержания уровня креатинина в моче и крови удается вычислить клиренс эндогенного креатинина, который отражает уровень клубочковой фильтрации. Это дает возможность выявить отклонения от нормы. Результаты теста могут зависеть от роста, веса, мышечной массы пациента.",390,1
Другие,Простатический специфический антиген (ПСА) общий,Сыворотка,"Простатспецифический антиген общий – это количество в крови доступных для определения фракций вещества, входящего в состав секрета предстательной железы, – сериновой протеазы. Простатспецифический антиген является лабораторным маркером состояния ткани предстательной железы.",790,1
Другие,"Протеин C, % активности",Кровь с цитратом,"Протеин С является одним из наиболее важных белков – факторов антикоагулянтной (противосвертывающей) системы крови. Синтез данного белка происходит в печени и является витамин К – зависимым. Протеин С находится в постоянной циркуляции в крови в неактивном состоянии. Его активация происходит при воздействии комплекса тромбина и тромбомодулина на поверхности неповрежденных эндотелиальных клеток и тромбоцитов. В активной форме протеин С частично разрушает и инактивирует неферментные факторы свертывания крови Va и VIIIa. Осуществление ферментативного действия протеина С происходит в присутствии его кофактора – протеина S. Он представляет собой витамин К – зависимый неферментный кофактор, синтезируемый в печени и циркулирующий в кровотоке. В результате описанных взаимодействий происходит угнетение процессов свертывания крови, а также косвенно активируются процессы противосвертывающей системы (фибринолиза).",1890,7
Другие,Протеин S,Кровь с цитратом,"Протеин S – белок плазмы крови, относящийся к системе физиологических антикоагулянтов (веществ, препятствующих свертыванию крови). Снижение плазменной концентрации свободного протеина S может происходить при аутоиммунных, острых воспалительных заболеваниях или обострении хронических.",2190,7
Другие,Протеинограмма: общий белок; белковые фракции,Сыворотка,"Для диагностики используются 5 основных фракций белка в крови, которые позволяют определить наличие онкологических заболеваний, неинфекционного и инфекционного генеза хронических и острых воспалений.",590,6
Другие,Протромбиновое время и МНО,Плазма цитрат,"С помощью биохимического анализа крови МНО оценивают один из двух механизмов свёртывания крови, называемых внешним каскадом свёртывания. В качестве результатов получают следующие показатели: протромбиновое время по Квику и международное нормализованное отношение.",290,1
Другие,РНК астровируса (Astrovirus),Кал,"Астровирусная инфекция — это острая кишечная инфекция, вызванная астровирусами. Возбудитель — астровирус диаметром 28 нм. На сегодняшний день идентифицировано 8 серотипов астровирусов, из которых только один серотип (HAStV1) имеет существенное значение в развитии патологии человека.",1190,5
Другие,РНК вируса гепатита C,Кровь с EDTA и разделительным гелем,РНК вируса гепатита C - определение антител к вирусу гепатита С и выявление вирусной РНК в крови.,1190,2
Другие,"РНК вируса гепатита C, количественно",Кровь с EDTA и разделительным гелем,"РНК вируса гепатита C, количественно - исследование для выявления возбудителя гепатита C (HCV), в ходе которого с помощью метода полимеразной цепной реакции в реальном времени (РТ-ПЦР) определяется наличие генетического материала (РНК) вируса и его количество (вирусная нагрузка) в образце крови.",2790,2
Другие,РНК вируса гепатита D,Кровь с EDTA и разделительным гелем,"Вирус гепатита D – ""дефектный"" вирус, содержащий кольцевидную одноцепочечную нить РНК и способный к репликации только в присутствии вируса гепатита В. Источник инфекции – больной острым или хроническим гепатитом D или носитель вируса. Основной путь заражения – парентеральный, как и при вирусном гепатите В.",1190,5
Другие,РНК норовирусов (Norovirus) I и II типов,Кал,"Выявление возбудителя норовирусной инфекции, в ходе которого с помощью метода полимеразной цепной реакции в реальном времени (реал-тайм ПЦР) определяется генетический материал (РНК) норовирусов в образце кала.",990,5
Другие,РФМК (фибрин-мономерные комплексы),Кровь,"Растворимые фибрин-мономерные комплексы (РФМК) – это комплексы фибрин-мономеров и продуктов деградации фибрина и фибриногена. Определение их уровня используется в лабораторной диагностике тромботических процессов, связанных с состоянием гиперкоагуляции.",490,1
Другие,Раковый эмбриональный антиген,Сыворотка,"Раковый эмбриональный антиген – это разновидность белков нормальных тканей, которая у здорового человека в очень малых количествах вырабатывается в клетках некоторых внутренних органов. По химической структуре РЭА представляет собой соединение белка и углеводов (гликопротеин). Его предназначение у взрослых неизвестно, а в период внутриутробного развития он интенсивно синтезируется в органах желудочно-кишечного тракта и выполняет важные функции, связанные со стимуляцией размножения клеток. РЭА также обнаруживается в тканях органов пищеварения и у взрослых людей, но в значительно меньшем количестве.",890,1
Другие,Реакция на скрытую кровь (кал),Кал,"Анализ кала на скрытую кровь – анализ кала, проводимый в целях выявления скрытого кровотечения из различных отделов желудочно-кишечного тракта. Он позволяет обнаружить измененный гемоглобин эритроцитов даже в том случае, когда сами эритроциты при микроскопическом исследовании кала не определяются.",349,1
Другие,"Реакция пассивной гемагглютинации на сифилис (РПГА), качественно",Сыворотка,"РПГА основана на феномене агглютинации эритроцитов, на поверхности которых адсорбированы антигены T. pallidum (реагент РПГА), при добавлении к ним сыворотки больного сифилисом, содержащей специфические антитела к спирохете. Такие антитела появляются в крови пациентов с сифилисом через 2 (IgM) и 4 (IgG) недели после инфицирования. Следует отметить, что этот период может удлиняться до 6 недель.
Качественный показатель указывает на присутствие или отсутствие специфических антител, образовавшихся в результате ответной реакции организма на внедрение бледной трепонемы.",490,2
Другие,Ренин + ангиотензин I,Кровь,"Ренин относится к протеолитическим ферментам, которые выступают элементами ренин-ангиотензиновой системы организма. Ферменты отвечают за водно-солевой гомеостаз в организме и кровяное давление. Проренин ферментируется в юкстагломерулярных клетках почек, а затем попадает в кровь.",1890,5
Другие,"Риск развития рака молочной железы; яичников  (BRCA1(4), BRCA2(4), CHEK2(2) (10)",Кровь ЭДТА,"Генетическое комплексное исследование, которое позволяет определить наследственную предрасположенность к раку молочной железы и яичников.",11990,10
Другие,"Риск развития рака молочной железы; яичников (BRCA1(4), BRCA2(4) (8)",Кровь ЭДТА,"Генетическое комплексное исследование, которое позволяет определить наследственную предрасположенность к раку молочной железы и яичников.",8990,10
Другие,С4 компонент комплемента,Сыворотка,"С4 – это компонент классического пути активации комплемента (взаимодействия компонентов комплемента с комплексом антиген-антитело), имеющий важное значение в развитии аутоиммунных заболеваний.",649,3
Другие,Свинец  в крови,Сыворотка,"Свинец является тяжелым металлом, вызывающим токсикацию организма в случае попадания через органы дыхания, где вещество не фильтруется в отличие от свинца, попавшего через желудочно-кишечный тракт. Попавшие через органы дыхания пары свинца попадают в эритроциты, а затем в почки и костную ткань в случае снижения работоспособности почек. Это приводит к разрушению костной ткани, анемиям, могут также проявляться такие патологии, как: свинцовые колики, диспепсия, свинцовая энцефалопатия, полиневрит.",1890,5
Другие,Свободная субъединица бета-ХГЧ,Сыворотка,"Исследование, направленное на определение свободной бета-субъединицы хорионического гонадотропина человека в целях выявления риска развития хромосомных аномалий плода, болезней и новообразований трофобласта, тестикулярных опухолей и опухолей других локализаций.",890,3
Другие,Селен в сыворотке крови,Сыворотка,"Селен входит в состав ферментов организма здорового человека, поэтому его относят к жизненно необходимых микроэлементам. При этом избыток селена приводит к интоксикации, которая вызывает заболевания сердечно-сосудистой системы, иммунной и нервной, тиреоидной, а также снижает репродуктивную функцию.",1890,5
Другие,Серотонин,"Кровь с гепарином, Сыворотка","Серотонин - нейромедиатор центральной нервной системы. Он играет важную роль в процессах свертывания крови, оказывает значительное влияние на процессы возбуждения и торможения в системе половых органов, усиливает перестальтику и секреторную активность желудка. Так же серотонин называют ""гормоном счастья"".",2190,5
Другие,Серотонин в суточной моче,Суточная моча,"В результате обмена аминокислот образуется биогенный амин – серотонин, исследования содержания которого в моче проводится по назначению врача. Превышение нормы серотонина в моче свидетельствует о наличие злокачественных опухолей легких, кишечника, желудка. При сниженном уровне серотонина диагностируются паренхиматозные заболевания почек, гиповитаминоз В6, лейкозы. Анализ мочи на серотонин позволяет также оценить эффективность лечения рецидивов злокачественных опухолей и выявить метастазы.",2690,9
Другие,Синдром Жильбера (UGT1A1: *28 6TA>7TA) (1),Кровь ЭДТА,"Молекулярно-генетическая диагностика синдрома Жильбера, основанная на исследовании промоторной области гена UGT1A1. Синдром Жильбера – доброкачественная неконъюгированная гипербилирубинемия умеренной выраженности.",4490,15
Другие,Соматотропный гормон роста,Кровь с EDTA и апротинином,"Соматотропный гормон роста - это гормон, стимулирующий рост костей, хрящей и мягких тканей. Вырабатывается в передней доле гипофиза.",890,3
Другие,Справка о результатах химико-токсикологических исследований. Учетная форма № 454/у-06,Моча,"Лабораторное исследование мочи с целью определения различных метаболитов алкоголя никотина, психотропных и наркотических веществ является эффективным как для поиска конкретного употребленного вещества (с целью терапии), так и для медицинского освидетельствования в судебной практике. Методика исследования позволяет определить в моче сами вещества или их метаболиты.",3990,6
Другие,Т-СПОТ ТБ (не менее 6 мл),Кровь с гепарином,"T-SPOT тест — метод для диагностики туберкулеза in vitro. При исследовании выявляют эффекторные Т-клетки, реагирующие на стимуляцию антигеном Mycobacterium tuberculosis.",9190,5
Другие,Тромбиновое время,Кровь с цитратом,"Тромбиновое время - тест, выявляющий количественные и качественные изменения фибриногена.",390,1
Другие,Углеводы в кале,Кал,"Исследование на присутствие углеводов в кале дает возможность определить активность фермента лактазы в организме, отвечающего за всасывание лактозы.",790,3
Другие,ФНО-альфа,Сыворотка,"Фактор некроза опухоли-альфа - это белок иммунной системы, который участвует в регуляции воспалительных и иммунных процессов в организме человека.",2190,7
Другие,"Фибромакс (фиброз, стеатоз)",Сыворотка,"Неинвазивный метод оценки степени фиброза, стеатоза и воспалительных изменений печени, используемый при обследовании пациентов с хроническим гепатитом B и С, алкогольным и неалкогольным повреждением печени.",15990,4
Другие,Фибротест (фиброз),Сыворотка,"Неинвазивный метод оценки степени фиброза и воспалительных изменений печени, используемый при обследовании пациентов с хроническим гепатитом B и С, алкогольным и неалкогольным повреждением печени.",12990,4
Другие,Фрагмент цитокератина 19,Сыворотка,"Выявление в сыворотке крови растворимых фрагментов цитокератина 19 (CYFRA 21-1), используемое для диагностики, оценки прогноза и контроля лечения немелкоклеточного рака легкого (НМРЛ), а также некоторых других злокачественных новообразований.",1790,6
Другие,Чувствительность к Амиксину,Кровь с гепарином,"Определение индивидуальной чувствительности клеток крови конкретного пациента к иммуноактивным препаратам является дополнением к методу определения ИФН-статуса. Чувствительность клеток оценивают по нарастанию титров II типа (ИФН-γ) после воздействия указанного препарата на лейкоциты периферической крови in vitro. Исследование параметров интерферонового статуса с определением чувствительности к лекарственным препаратам используют для подбора эффективной терапии при использовании препаратов экзогенного интерферона, индукторов интерферона и иммуномодуляторов. Лабораторное исследование ИФН-статуса в динамике помогает оценить правильность тактики лечения и прогнозировать исход заболевания.",690,11
Другие,Чувствительность к Галавиту,Кровь с гепарином,"Галавит – препарат, активным веществом которого является аминодигидрофталазиндион натрия, обладающий иммуномодулирующим и противовоспалительным действием. Препарат отличается способностью регулировать клеточный врожденный и приобретенный иммунитет, что повышает защитные свойства организма при воздействии микроорганизмов. Также повышает активность гуморального иммунитета и способствует увеличению выработки интерферона. Кроме того, галавит способен оказывать противовоспалительное действие путем регуляции реакций цитокиновых медиаторов воспаления. Показан в составе терапии ОРВИ, комплексных вирусных и бактериальных заболеваний, герпес-вирусной инфекции.",690,11
